date,spy,score,gauge_pct,regime,model_prob,fwd_ret_3m,fwd_ret_6m,fwd_dd_3m,fwd_dd_6m,trap_10pct_3m,trap_10pct_6m
2021-10-29,430.60430908203125,6.0,60.0,Early Bull Market,65.0,-0.016895910019261495,-0.09150071984193953,-0.09727660934665838,-0.13487281899672288,False,True
2021-11-05,439.30548095703125,6.0,60.0,Early Bull Market,65.0,-0.042043639383843034,-0.1445368937147078,-0.09727660934665838,-0.1639133255644123,False,True
2021-11-12,438.1239929199219,6.0,60.0,Early Bull Market,65.0,-0.05715648168380383,-0.1380937080044944,-0.09727660934665838,-0.1761552830066213,False,True
2021-11-19,439.6429443359375,5.5,55.0,Bull Trap Risk,40.0,-0.08063891846716209,-0.14787702811702164,-0.1007724201311555,-0.18220290191198563,True,True
2021-11-26,430.3417053222656,5.0,50.0,Bull Trap Risk,40.0,-0.04533183391167861,-0.08923572824528447,-0.11672358021429075,-0.18220290191198563,True,True
2021-12-03,425.13787841796875,4.5,45.0,Bull Trap Risk,40.0,-0.0717137233885089,-0.08579125941305521,-0.12199876540963495,-0.18220290191198563,True,True
2021-12-10,441.3775329589844,5.5,55.0,Bull Trap Risk,40.0,-0.1110484303493473,-0.1980997242699487,-0.12865539639014034,-0.21256632935861863,True,True
2021-12-17,432.7004699707031,4.0,40.0,Bull Trap Risk,40.0,-0.03065972979665521,-0.17833199294520685,-0.12865539639014034,-0.23009976663363385,True,True
2021-12-24,442.7965393066406,5.5,55.0,Bull Trap Risk,40.0,-0.03506943733706003,-0.16812367186675647,-0.12865539639014034,-0.23009976663363385,True,True
2021-12-31,446.89886474609375,7.0,70.0,Early Bull Market,65.0,-0.04344132627314068,-0.18982295935627347,-0.12865539639014034,-0.23009976663363385,True,True
2022-01-07,438.5529479980469,5.0,50.0,Bull Trap Risk,40.0,-0.03675160152710033,-0.17684718482018336,-0.11627945729748412,-0.2191646689052612,True,True
2022-01-14,437.263916015625,5.0,50.0,Bull Trap Risk,40.0,-0.054633694633208885,-0.1496205681302355,-0.10429930660127429,-0.2085792807837712,True,True
2022-01-21,412.103759765625,2.5,25.0,Bear Market,20.0,-0.024239666772710722,-0.09011163955433044,-0.09024348454950137,-0.20561157838575794,False,True
2022-01-28,415.83917236328125,3.0,30.0,Bear Market,20.0,-0.0648717788017189,-0.06363614614121105,-0.10735575074733428,-0.20561157838575794,True,True
